200;4;1132,50310677687;12;0;1,203125;0,125;
200;6;1095,35944573526;12;0;1,4375;0,171875;
200;8;1088,08926543278;10;0;1,234375;0,09375;
200;10;1080,92384801556;8;0;1,609375;0,171875;
200;12;1061,06400130498;6;0,015625;1,21875;0,15625;
200;14;1052,36547225579;6;0;1,9375;0,203125;
200;16;1051,37963935338;5;0,015625;1,421875;0,171875;
200;18;1055,34647230752;6;0;1,984375;0,234375;
200;20;1055,34647230752;6;0;2,375;0,234375;
200;22;1052,36527127302;6;0;2,1875;0,203125;
200;24;1052,36527127302;6;0;2,46875;0,234375;
200;26;1051,26303295583;4;0;2,484375;0,234375;
200;28;1051,26303295583;4;0;2,6875;0,28125;
200;30;1051,25423228284;3;0;2,34375;0,4375;
200;32;1051,25423228284;3;0;3,21875;0,3125;
200;34;1051,25423228284;3;0;2,71875;0,296875;
200;36;1051,25423228284;3;0;2,953125;0,28125;
200;38;1051,25423228284;3;0;3;0,703125;
200;40;1051,25423228284;3;0;3,390625;0,3125;
200;42;1051,25423228284;3;0;3,8125;0,296875;
200;44;1051,25423228284;3;0;4,265625;0,421875;
200;46;1051,25423228284;3;0;3,6875;0,328125;
200;48;1051,25423228284;3;0;3,515625;0,359375;
200;50;1051,25423228284;3;0;3,421875;0,34375;
200;52;1051,25423228284;3;0;3,484375;0,359375;
