10;30;0;-1;0;0,015625;0,015625;
20;30;0;-1;0;0;0;
30;30;0;-1;0;0;0;
40;30;0;-1;0;0;0;
50;30;0;-1;0;0;0;
60;30;0;-1;0;0,015625;0;
70;30;0;-1;0;0,015625;0;
80;30;1268,93143120241;4;0;0,015625;0;
90;30;1191,60214025906;4;0;0;0;
100;30;1123,77564852017;4;0;0,015625;0;
110;30;1122,24563220775;4;0;0,015625;0;
120;30;1214,72925318894;3;0;0,015625;0,015625;
130;30;1173,47869317268;3;0;0,03125;0;
140;30;1146,18747476821;3;0;0,015625;0,015625;
150;30;1151,29808675867;5;0;0,046875;0;
160;30;0;-1;0;0,046875;0;
170;30;0;-1;0;0,078125;0;
180;30;0;-1;0;0,078125;0,015625;
190;30;1214,36490403638;3;0;0,109375;0,015625;
200;30;1192,05938928263;3;0;0,125;0,015625;
210;30;1179,51895782306;4;0;0,59375;0,015625;
220;30;1169,70202491884;5;0;0,203125;0,03125;
230;30;1151,82133876843;4;0;0,3125;0,03125;
240;30;1197,51728611253;5;0;0,421875;0,0625;
250;30;1182,99349450794;5;0;0,546875;0,09375;
260;30;1169,14342641988;7;0,015625;1,921875;0,046875;
270;30;1158,98001621018;7;0;1,34375;0,15625;
280;30;1193,27177583887;8;0;1,59375;0,125;
290;30;0;-1;0;2,359375;0,203125;
300;30;0;-1;0;3,875;0,3125;
310;30;1123,37303766278;5;0;4,84375;0,6875;
320;30;1113,09272268773;5;0;5,296875;0,8125;
330;30;1105,54536979941;6;0;7,25;0,4375;
340;30;1097,80138434283;6;0;7,96875;0,46875;
350;30;1091,80410213279;6;0;8,859375;0,375;
360;30;1118,481877806;7;0;11,078125;0,59375;
370;30;1149,79587391879;7;0;10,03125;0,546875;
380;30;1142,31597549027;7;0;16,421875;0,5625;
390;30;1132,63458820337;6;0;15,640625;0,796875;
400;30;1124,89725441454;6;0;19,3125;0,875;
